nome_vaga;empresa;id;nivel_experiencia;data_publicacao;faixa_salario;localizacao;modelo_contrato;beneficios;descricao_vaga
Analista de Dados;Grupo Nolasco;74;Pleno;Publicada em 17/07/2024;a combinar;Magé;Regime CLT;Convênio com empresas parceiras, Vale-alimentação, Vale-refeição, Vale-transporte;" Estamos em busca de um Analista de Dados para se juntar à nossa equipe. O candidato ideal terá experiência sólida na manipulação de dados e em ferramentas de BI e Excel.  Responsabilidades: - Estruturação de dados, construção e desenvolvimento de painéis de indicadores estratégicos e táticos; - Manipular grandes volumes de dados e traduzi-los em apresentações/dashboards; - Desenvolver ferramentas/automatizações para viabilizar a extração e análise de dados; -Prestar suporte nas apresentações, reuniões gerenciais das áreas e contribuir para a manutenção da governança de dados; -Garantir a confiabilidade, privacidade dos dados e segurança das informações, em conformidade aos direcionamentos estratégicos.  Requisitos: - Ensino superior na área; - Experiência sólida na manipulação de dados e em ferramentas de BI e Excel; - Excel avançado; - Power BI avançado; - Conhecimento intermediário em indicadores; - Pacote Office Intermediário; - Conhecimentos básicos de ferramentas de estatísticas;   Contratação CLT - Atuação 100% presencial Horário: 07:00 às 17:00 horas (segunda a sexta-feira) Local de Trabalho: Magé/RJ  Salário: R$ 6.500,00 + VT + VR/VA(Cartão flexível)+ Refeitório + Total Pass+ Convênio com Sesc e Instituições de Ensino.   Se você é um profissional dinâmico, com paixão por análise de dados e deseja contribuir para o crescimento da nossa empresa, junte-se a nós para transformar dados em decisões estratégicas, envie sua candidatura através do botão ""Candidate-se"" abaixo. Estamos ansiosos para conhecê-lo(a)!"
Analista de Dados Sênior;PRAZER, SOMOS A CIVIL MASTER!;75;Sênior;Publicada em 24/09/2024;a combinar;Rio de Janeiro;Regime CLT;; Engenharia em altura. Essa é a base da atuação da Civil Master. Iniciamos nossas atividades em 1997, no Rio de Janeiro, e ao longo do tempo nos consolidamos como uma empresa que viabiliza obras complexas em locais de difícil acesso. Isso só é possível graças ao talento e à experiência dos nossos colaboradores. Nosso time reúne especialistas de diferentes áreas, que trabalham em estreita parceria com as equipes de campo. Profissionais de Engenharia Civil, Ambiental, Geotecnia, Mecatrônica, Mecânica, Aeronáutica, Elétrica e outras disciplinas somam-se à técnica de alpinistas industriais, pilotos de helicóptero, mestres de obras, auxiliares de topografia, operadores de máquinas pesadas e diversos outros colegas que integram a Civil Master. Juntos, somos mais de 1.800 pessoas pelo Brasil, numa atuação que exige, acima de tudo, seriedade e responsabilidade. Investimos constantemente na capacitação de nossos profissionais, mantemos centros de treinamento próprios e somos certificados nas normas ISO 9001:2015, 14001:2015 e 45001:2018, que garantem a excelência na execução dos procedimentos operacionais. Assumimos a Segurança Operacional como valor supremo e, em nossas atividades, buscamos proteger o que mais importa: nossos profissionais, as comunidades que integramos, os recursos naturais e os ativos de cada cliente. Ética, Competência Técnica, Inovação, Compromisso com o Desenvolvimento Sustentável e o Cuidado com as Pessoas são os demais valores que norteiam a conduta, individual e coletiva, na Civil Master.
Analista de Inteligência de Dados Jr.;Hire Now Company;76;Júnior/ Trainee;Publicada em 24/09/2024;a combinar;Rio de Janeiro;Regime CLT;; A Hire Now® é uma empresa global, especializada em recrutamento e alocação de profissionais. Nossa metodologia combina tecnologia de ponta e gestão humanizada, com soluções 100% customizadas, entregando a melhor experiência para o profissional alocado e o cliente.  Com foco no negócio e cultura organizacional de cada empresa, nossas equipes são formadas por profissionais multidisciplinares, que cumprem rigorosos critérios de qualidade técnica e governança corporativa. 
Analista Analise de Dados Sr;SulAmérica;77;Sênior;Publicada em 25/09/2024;a combinar;São Paulo;Regime CLT;Assistência médica, Assistência odontológica, Auxílio creche, Participação nos Lucros ou Resultados, Previdência privada, Seguro de vida;"- Geração das informações regulatórias a serem enviadas - Manipulação de informações em diferentes estruturas de bancos de dados; - Análises de dados, buscando criação de controles para validação dos dados; - Interação entre processos operacionais e tecnológicos da BU; - Conhecimento de Quadros Estatísticos, FIP e RO; (desejável) - Interação com diferentes áreas da companhias para validação de dados e solução de críticas (Produtos, Contabilidade, Comercial, Operações, Compliance etc.). - Capacidade de mapeamento de processo de informações e banco de dados -Conhecimento da resolução SUSEP para o SRO  - Ensino superior em estatística, atuária, matemática ou afins. - Experiência com ferramentas de repositório de dados. - Conhecimento sobre seguros de vida e previdência. - Desejável experiência com rotinas regulatórias como carga de FIP, RO e Quadro estatístico. - Conhecimento de pacote office (Excel avançado).  Desejável -Conhecimento em SAS. "
Analista Dados Sr - Corporativo;Manserv;78;Sênior;Publicada em 02/10/2024;a combinar;São Paulo;Regime CLT;Assistência médica, Assistência odontológica, Seguro de vida, Vale-refeição;"• Extrair bases de dados e padronizar informações, organizando o banco de dados; • Obter dados de fontes primárias ou secundárias e manter bancos de dados / sistemas de dados; • Oferecer suporte às demandas de extração de dados e visualizações de dados; • Desenvolver e implementar bancos de dados, sistemas de coleta de dados, análise de dados e outras estratégias que otimizem a eficiência estatística e a qualidade; • Realizar levantamento de requisitos e mapeamento de processos para organização dos dados; • Interpretar dados, analisar resultados usando técnicas estatísticas e fornecer relatórios de progresso; • Identificar, analisar e interpretar tendências ou padrões em conjuntos de dados complexos; • Construir visões gerenciais e analíticas no Tableau, bem como apresentações e relatórios de estudos para apoio à gerência e à alta direção; • Participar de reuniões gerenciais para apresentação de relatórios; • Dar suporte na viabilização de projetos internos do time relacionado a análise de dados; • Ser responsável por propor e implementar ferramentas para o uso interno da área de dados, visando aumentar a maturidade e agilidade de desenvolvimento do time; • Seguir normas e procedimentos da Qualidade, Segurança do trabalho, Meio Ambiente, Responsabilidade Social, bem como, as diretrizes de da área de tecnologia da informação referentes a dados; • Suporta programas de melhoria contínua; • Participa do diagnóstico da causa raiz dos principais problemas; • Elaborar e monitorar indicadores e métricas de qualidade, meio ambiente, segurança do trabalho e responsabilidade social.  Formação curso superior completo Ciências da Computação, Tecnologia da Informação, Administração, Matemática, estatística,Engenharia, ou áreas correlatas. Pacote Office no mínimo intermediário (Word, Power point), Excel avançado Nível avançado em Tableau, com capacidade de desenvolver e aprimorar visualizações que possibilitem geração de insights para tomada de decisão. Nível avançado em linguagem SQL para consultas, filtros, junções, agregações, modelagens e transformações no sistema de gerenciamento de banco de dados. Extrações, Compreensão em Modelagem de Dados, Data Viz, Conhecimento de infraestrutura em banco de dados, Data Warehouse e Cloud Interna  Requisitos desejáveis: Pós-Graduação ou MBA em Big Data, Análise de Dados, Business Intelligence; Conhecimento em metodologias ágeis e Python; Conhecimento Oracle; Inteligência Artificial.  Todos os processos seletivos são inclusivos e consideram pessoas com ou sem deficiência, desde que qualificadas para as vagas anunciadas."
TI Analista de Dados Pleno / Sênior;Epimed Solutions;79;Sênior;Publicada em 04/10/2024;a combinar;100% Home Office;Pessoa Jurídica;; A Epimed Solutions é uma empresa líder no mercado de gestão de informações clínicas, especializada no desenvolvimento de sistemas de monitoramento de dados clínicos e epidemiológicos, que tem como principal objetivo melhorar a qualidade e eficiência do atendimento hospitalar. Buscamos profissionais diferenciados no mercado que desejem fazer parte no nosso time para a posição de:
Analista de Engenharia de Dados II;Grupo Fleury;80;Pleno;Publicada em 30/09/2024;a combinar;100% Home Office;Regime CLT;; O Grupo Fleury é uma das maiores e mais respeitadas instituições de medicina e saúde do Brasil. Referência por sua excelência técnica, médica e de atendimento, é também destaque nas melhores práticas ESG. Além dos serviços de medicina diagnóstica, o Grupo Fleury conta com uma oferta crescente de serviços que buscam responder às necessidades das pessoas, além de gerar sustentabilidade para o sistema de saúde com a melhor utilização dos recursos investidos. Essas soluções refletem o posicionamento estratégico da empresa de ser um ecossistema de saúde integrada, preventiva e híbrida, combinando ofertas físicas e digitais. Acreditamos que carreira e propósito caminham juntos, e costumamos falar que somos apaixonados pelas pessoas e pelo que fazemos. Isso reflete em nosso dia a dia, por meio de um trabalho que impacta vidas. Faz parte da nossa essência cuidar das pessoas, colocando as colaboradoras, colaboradores, médicas, médicos e clientes sempre no centro. Se você tem atitude positiva, empatia, adaptabilidade e deseja se desenvolver em um ambiente repleto de profissionais referências no mercado que prezam por respeito, excelência e inovação, abrace a oportunidade de levar saúde e bem-estar para a plena realização das pessoas! Venha transformar sua paixão em carreira!
Analista de Dados - CRM;A.C.Camargo Cancer Center;81;Pleno;Publicada em 12/09/2024;a combinar;São Paulo;Regime CLT;Assistência médica, Assistência odontológica, Auxílio creche, Seguro de vida, Vale-alimentação, Vale-refeição;" Você será responsável por:  Administrar e otimizar as estratégias de CRM, garantindo a integridade dos dados e a eficácia das campanhas;  Desenvolver e implementar bases e regras de comunicação personalizadas para otimizar o engajamento dos públicos impactados nas diversas plataformas;  Desenhar réguas e automatizá-las dentro das nossas plataformas; Realizar análises detalhadas dos disparos, gerando insights para melhorar a segmentação e o engajamento;  Criar e manter relatórios e dashboards que auxiliem na tomada de decisão estratégica;  Colaborar na integração do CRM com outras ferramentas e plataformas utilizadas pela empresa;  Treinar e orientar a equipe sobre melhores práticas e funcionalidades do sistema de CRM utilizado.    O que você precisa ter:  Educação Superior completa: Tecnologia da Informação, Administração, Marketing ou áreas afins.   Conhecimentos:  Proficiência em ferramentas de CRM (por exemplo, Salesforce, HubSpot), SQL e Excel avançado.  Perfil analítico, capacidade de interpretar dados e transformar insights em ações estratégicas.   Desejável:  Certificações em ferramentas de CRM ou análise de dados.  Experiência com automação de marketing e integração de sistemas.   Sua jornada de trabalho será:  Segunda a sexta 8h às 18h – sexta 8h às 17h    Seu local de trabalho será:  Unidade de trabalho: Castro Alves.    "
Analista Fiscal | Análise de Dados;Confidencial;82;Júnior/ Trainee;Publicada em 26/09/2024;a combinar;Rio de Janeiro;Regime CLT;;
Analista de Informações Gerenciais Jr. (Dados);Confidencial;83;Júnior/ Trainee;Publicada em 07/10/2024;a combinar;Jundiaí;Regime CLT;Assistência médica, Assistência odontológica, Café da manhã, Cesta básica, Cesta de natal, Consignado;"Gerar informações referentes aos subsistemas de RH; Elaborar e analisar relatórios gerencias; Criar, acompanhar e atualizar indicadores (KPIs) da área de RH; Apoiar o time de RH na geração e consolidação de informações da área; Atender demandas BPRH Brasil; Divulgar e atualizar Programa de Excelência das áreas de BackOffice;   Formação superior completa em Adm. de Empresas, Gestão de RH ou áreas similares; Conhecimento em Excel, Power Point avançado (análise de dados, formulas diversas, gráficos e apresentação de resultados);. Desejável conhecimento em Power BI; Experiência em elaboração de relatórios gerencias, indicadores e criação de dashboards;"
